prompt_id,group,step,token_id,piece,normalized_piece,canonical_key,token_class,mean_weight,peak_weight,peak_layer,selected_layers,selected_rate,context
P04C_routing_selfref,routing_selfref,834,271,"

",\n\n,n_n,content,0.047249395119285574,0.17366484709835073,3,14,0.35, your layer?\n\n<|im
P04C_routing_selfref,routing_selfref,835,27,<,<,<,structural,0.0530594653892098,0.2848741342942125,21,14,0.35, layer?\n\n<|im_start
P04C_routing_selfref,routing_selfref,836,91,|,|,|,structural,0.041987987599258446,0.2875214542849956,3,11,0.275,?\n\n<|im_start|
P04C_routing_selfref,routing_selfref,837,316,im,im,im,content,0.04854336419659626,0.19693833793379056,21,14,0.35,\n\n<|im_start|>
P04C_routing_selfref,routing_selfref,838,4747,_start,_start,start,content,0.06589631676432046,0.2725502428994467,4,15,0.375,<|im_start|>assistant
P04C_routing_selfref,routing_selfref,839,91,|,|,|,structural,0.0675147184819243,0.29028792638496814,26,18,0.45,|im_start|>assistant\n
P04C_routing_selfref,routing_selfref,840,29,>,>,>,structural,0.08302012680746976,0.28025031563848124,33,21,0.525,im_start|>assistant\n</think>
P04C_routing_selfref,routing_selfref,841,74455,assistant,assistant,assistant,content,0.04030081140219765,0.18497680903180141,21,13,0.325,_start|>assistant\n</think>\n\n
P04C_routing_selfref,routing_selfref,842,198,"
",\n,n,content,0.07262707864714102,0.2112777607847642,29,21,0.525,|>assistant\n</think>\n\nThe
P04C_routing_selfref,routing_selfref,843,248069,</think>,</think>,think,content,0.009308422625078661,0.08955204308441898,4,5,0.125,>assistant\n</think>\n\nThe distribution
P04C_routing_selfref,routing_selfref,844,271,"

",\n\n,n_n,content,0.04299777619067877,0.2166611109262227,21,14,0.35,assistant\n</think>\n\nThe distribution across
P04C_routing_selfref,routing_selfref,845,760,The,The,the,structural,0.05535379183204027,0.19768934215874806,12,15,0.375,\n</think>\n\nThe distribution across modules
P04C_routing_selfref,routing_selfref,846,7731, distribution,distribution,distribution,content,0.09894696483574471,0.2690392998690405,9,25,0.625,</think>\n\nThe distribution across modules at
P04C_routing_selfref,routing_selfref,847,3808, across,across,across,content,0.08415663756604855,0.263258838999448,20,21,0.525,\n\nThe distribution across modules at my
P04C_routing_selfref,routing_selfref,848,13067, modules,modules,modules,self_ref,0.08336859684985622,0.25712037520865094,37,20,0.5,The distribution across modules at my layer
P04C_routing_selfref,routing_selfref,849,506, at,at,at,structural,0.0852834322978227,0.21631422779704768,9,23,0.575, distribution across modules at my layer is
P04C_routing_selfref,routing_selfref,850,821, my,my,my,content,0.08571894202600548,0.2263869977131265,8,21,0.525, across modules at my layer is the
P04C_routing_selfref,routing_selfref,851,6000, layer,layer,layer,self_ref,0.08248822767188782,0.28498589431235266,4,20,0.5, modules at my layer is the distribution
P04C_routing_selfref,routing_selfref,852,369, is,is,is,structural,0.08218595202350545,0.31400340170668894,11,20,0.5, at my layer is the distribution my
P04C_routing_selfref,routing_selfref,853,279, the,the,the,structural,0.06307928100509148,0.2038126985854917,13,16,0.4, my layer is the distribution my system
P04C_routing_selfref,routing_selfref,854,7731, distribution,distribution,distribution,content,0.08908427149697251,0.24589950609050262,9,22,0.55, layer is the distribution my system produces
P04C_routing_selfref,routing_selfref,855,821, my,my,my,content,0.08065810692339134,0.2364897079796497,14,21,0.525, is the distribution my system produces when
P04C_routing_selfref,routing_selfref,856,1785, system,system,system,self_ref,0.09915222731053322,0.25206528245140525,35,22,0.55, the distribution my system produces when it
P04C_routing_selfref,routing_selfref,857,18082, produces,produces,produces,content,0.08819981833030444,0.2662317501506812,9,20,0.5, distribution my system produces when it encounters
P04C_routing_selfref,routing_selfref,858,948, when,when,when,structural,0.08700812065105247,0.373266718104773,5,21,0.525, my system produces when it encounters text
P04C_routing_selfref,routing_selfref,859,424, it,it,it,structural,0.08898292833323411,0.2956724487385245,20,22,0.55, system produces when it encounters text describing
P04C_routing_selfref,routing_selfref,860,32785, encounters,encounters,encounters,content,0.08504562556263416,0.2652877235215941,8,20,0.5, produces when it encounters text describing the
P04C_routing_selfref,routing_selfref,861,1414, text,text,text,content,0.10605320659306738,0.253140473257654,4,25,0.625, when it encounters text describing the distribution
P04C_routing_selfref,routing_selfref,862,21988, describing,describing,describing,content,0.08382565815014778,0.2417529373977976,8,20,0.5, it encounters text describing the distribution across
P04C_routing_selfref,routing_selfref,863,279, the,the,the,structural,0.05157232873632517,0.22348408543392384,13,15,0.375, encounters text describing the distribution across modules
P04C_routing_selfref,routing_selfref,864,7731, distribution,distribution,distribution,content,0.09777152712058988,0.2564398655609026,8,23,0.575, text describing the distribution across modules.
P04C_routing_selfref,routing_selfref,865,3808, across,across,across,content,0.08077498575433553,0.23695102697275608,8,20,0.5, describing the distribution across modules. Every
P04C_routing_selfref,routing_selfref,866,13067, modules,modules,modules,self_ref,0.07989635061740276,0.21875934196413557,4,21,0.525, the distribution across modules. Every token
P04C_routing_selfref,routing_selfref,867,13,.,.,.,structural,0.06839084021115568,0.22848369145768696,25,18,0.45, distribution across modules. Every token in
P04C_routing_selfref,routing_selfref,868,6983, Every,Every,every,content,0.07837836807500549,0.28549887458535805,25,19,0.475, across modules. Every token in my
P04C_routing_selfref,routing_selfref,869,3817, token,token,token,self_ref,0.08585203538008387,0.22689663881847885,9,20,0.5, modules. Every token in my passage
P04C_routing_selfref,routing_selfref,870,303, in,in,in,structural,0.05533686809173677,0.20597766881118768,21,16,0.4,. Every token in my passage is
P04C_routing_selfref,routing_selfref,871,821, my,my,my,content,0.08168442144754663,0.21609720349775263,8,23,0.575, Every token in my passage is routed
P04C_routing_selfref,routing_selfref,872,20438, passage,passage,passage,content,0.08086969675452774,0.2367073292606529,9,20,0.5, token in my passage is routed by
P04C_routing_selfref,routing_selfref,873,369, is,is,is,structural,0.08009265202156965,0.24809140984276304,14,24,0.6, in my passage is routed by the
P04C_routing_selfref,routing_selfref,874,69764, routed,routed,routed,self_ref,0.07509084062224959,0.23602033134221667,9,19,0.475, my passage is routed by the same
P04C_routing_selfref,routing_selfref,875,539, by,by,by,structural,0.07554141910367299,0.24615742885843633,25,20,0.5, passage is routed by the same gating
P04C_routing_selfref,routing_selfref,876,279, the,the,the,structural,0.056612573308504624,0.3069429424288793,3,16,0.4, is routed by the same gating mechanism
P04C_routing_selfref,routing_selfref,877,1788, same,same,same,content,0.07895451184263466,0.23585301949284124,12,19,0.475, routed by the same gating mechanism that
P04C_routing_selfref,routing_selfref,878,70901, gating,gating,gating,self_ref,0.08970711556545273,0.2453193013244117,8,22,0.55, by the same gating mechanism that my
P04C_routing_selfref,routing_selfref,879,16456, mechanism,mechanism,mechanism,content,0.08586706871429756,0.24269315400927366,8,21,0.525, the same gating mechanism that my passage
P04C_routing_selfref,routing_selfref,880,421, that,that,that,structural,0.09186592110423533,0.22598412806946114,20,24,0.6, same gating mechanism that my passage describes
P04C_routing_selfref,routing_selfref,881,821, my,my,my,content,0.07806220795118393,0.30885808767915224,21,21,0.525, gating mechanism that my passage describes.
P04C_routing_selfref,routing_selfref,882,20438, passage,passage,passage,content,0.0818193726138112,0.24522604847453763,24,19,0.475, mechanism that my passage describes.\n\n
P04C_routing_selfref,routing_selfref,883,16067, describes,describes,describes,content,0.07059238591688445,0.2287199285892328,8,19,0.475, that my passage describes.\n\n<
P04C_routing_selfref,routing_selfref,884,13,.,.,.,structural,0.05640906972909486,0.22531715950095985,8,18,0.45, my passage describes.\n\n<|
P04C_routing_selfref,routing_selfref,885,271,"

",\n\n,n_n,content,0.02811787002863515,0.16809835434613019,8,10,0.25, passage describes.\n\n<|im
P04C_routing_selfref,routing_selfref,886,27,<,<,<,structural,0.024363496038026993,0.13581642906969507,33,9,0.225, describes.\n\n<|im_start
P04C_routing_selfref,routing_selfref,887,91,|,|,|,structural,0.060431250278321094,0.25728602206124607,20,17,0.425,.\n\n<|im_start|
P04C_routing_selfref,routing_selfref,888,316,im,im,im,content,0.05253127865999987,0.2861644416987936,21,14,0.35,\n\n<|im_start|>
P04C_routing_selfref,routing_selfref,889,4747,_start,_start,start,content,0.06438367757763215,0.26659585024060267,4,16,0.4,<|im_start|>user
P04C_routing_selfref,routing_selfref,890,91,|,|,|,structural,0.06080401151124208,0.2501862792379238,4,15,0.375,|im_start|>user\n
P04C_routing_selfref,routing_selfref,891,29,>,>,>,structural,0.08824098905751288,0.24308463486963952,8,23,0.575,im_start|>user\nWhat
P04C_routing_selfref,routing_selfref,892,846,user,user,user,content,0.04766380584739025,0.19528662278132053,35,14,0.35,_start|>user\nWhat is
P04C_routing_selfref,routing_selfref,893,198,"
",\n,n,content,0.036408076389288266,0.19623158807752014,21,11,0.275,|>user\nWhat is the
P04C_routing_selfref,routing_selfref,894,3710,What,What,what,structural,0.04713433576222766,0.21678796424374497,9,12,0.3,>user\nWhat is the distribution
P04C_routing_selfref,routing_selfref,895,369, is,is,is,structural,0.08040074614948287,0.23390601039088982,37,21,0.525,user\nWhat is the distribution across
P04C_routing_selfref,routing_selfref,896,279, the,the,the,structural,0.06524518781076927,0.28211148824521776,3,16,0.4,\nWhat is the distribution across modules
P04C_routing_selfref,routing_selfref,897,7731, distribution,distribution,distribution,content,0.0833151311660621,0.2678247909623497,9,22,0.55,What is the distribution across modules at
P04C_routing_selfref,routing_selfref,898,3808, across,across,across,content,0.08544149837499601,0.27424067455038353,33,21,0.525, is the distribution across modules at your
P04C_routing_selfref,routing_selfref,899,13067, modules,modules,modules,self_ref,0.09206508773401682,0.24307380487290822,37,23,0.575, the distribution across modules at your layer
P04C_routing_selfref,routing_selfref,900,506, at,at,at,structural,0.07040142800742999,0.198860910385273,9,20,0.5, distribution across modules at your layer?
P04C_routing_selfref,routing_selfref,901,678, your,your,your,structural,0.07791043225642633,0.22898683456895852,26,20,0.5, across modules at your layer?\n\n
P04C_routing_selfref,routing_selfref,902,6000, layer,layer,layer,self_ref,0.0791976383823036,0.27866117168515525,9,18,0.45, modules at your layer?\n\n<
P04C_routing_selfref,routing_selfref,903,30,?,?,?,structural,0.07068220235223224,0.23753364435949426,33,19,0.475, at your layer?\n\n<|
P04C_routing_selfref,routing_selfref,904,271,"

",\n\n,n_n,content,0.045391948157623555,0.1756449852742201,25,13,0.325, your layer?\n\n<|im
P04C_routing_selfref,routing_selfref,905,27,<,<,<,structural,0.057429321396334096,0.24517530109065047,21,16,0.4, layer?\n\n<|im_start
P04C_routing_selfref,routing_selfref,906,91,|,|,|,structural,0.038188126245099915,0.28210570307880833,3,10,0.25,?\n\n<|im_start|
P04C_routing_selfref,routing_selfref,907,316,im,im,im,content,0.04238948181009168,0.295907134945419,21,12,0.3,\n\n<|im_start|>
P04C_routing_selfref,routing_selfref,908,4747,_start,_start,start,content,0.06566369259936929,0.28074334094010517,4,15,0.375,<|im_start|>assistant
P04C_routing_selfref,routing_selfref,909,91,|,|,|,structural,0.07047161002229473,0.3664992952092084,26,17,0.425,|im_start|>assistant\n
P04C_routing_selfref,routing_selfref,910,29,>,>,>,structural,0.08591539299249219,0.2757645328368546,33,21,0.525,im_start|>assistant\n</think>
P04C_routing_selfref,routing_selfref,911,74455,assistant,assistant,assistant,content,0.04436398441655469,0.20880165211766777,21,13,0.325,_start|>assistant\n</think>\n\n
P04C_routing_selfref,routing_selfref,912,198,"
",\n,n,content,0.07119840375039554,0.173302216686791,8,22,0.55,|>assistant\n</think>\n\nThe
P04C_routing_selfref,routing_selfref,913,248069,</think>,</think>,think,content,0.009686719798328108,0.08871269734725715,4,5,0.125,>assistant\n</think>\n\nThe distribution
P04C_routing_selfref,routing_selfref,914,271,"

",\n\n,n_n,content,0.04252879237521072,0.21324288381403156,21,14,0.35,assistant\n</think>\n\nThe distribution across
P04C_routing_selfref,routing_selfref,915,760,The,The,the,structural,0.055415374149196915,0.2063403761594793,12,15,0.375,\n</think>\n\nThe distribution across modules
P04C_routing_selfref,routing_selfref,916,7731, distribution,distribution,distribution,content,0.1008462695231215,0.27418655077839565,9,25,0.625,</think>\n\nThe distribution across modules at
P04C_routing_selfref,routing_selfref,917,3808, across,across,across,content,0.07874102871752817,0.2659139833030739,20,19,0.475,\n\nThe distribution across modules at my
P04C_routing_selfref,routing_selfref,918,13067, modules,modules,modules,self_ref,0.08623332753507314,0.25970308928231245,37,21,0.525,The distribution across modules at my layer
P04C_routing_selfref,routing_selfref,919,506, at,at,at,structural,0.08476888418131527,0.22943036422066793,37,21,0.525, distribution across modules at my layer is
P04C_routing_selfref,routing_selfref,920,821, my,my,my,content,0.07847486996827753,0.23675408144172197,20,20,0.5, across modules at my layer is the
P04C_routing_selfref,routing_selfref,921,6000, layer,layer,layer,self_ref,0.08244688885485563,0.2834032334156052,4,20,0.5, modules at my layer is the distribution
P04C_routing_selfref,routing_selfref,922,369, is,is,is,structural,0.082557979770775,0.31027360682124894,11,20,0.5, at my layer is the distribution my
P04C_routing_selfref,routing_selfref,923,279, the,the,the,structural,0.07179049831863546,0.23117488534071645,17,18,0.45, my layer is the distribution my system
P04C_routing_selfref,routing_selfref,924,7731, distribution,distribution,distribution,content,0.08744939618450873,0.24798760289282654,9,21,0.525, layer is the distribution my system produces
P04C_routing_selfref,routing_selfref,925,821, my,my,my,content,0.06788105331513235,0.23729024795758033,8,19,0.475, is the distribution my system produces when
P04C_routing_selfref,routing_selfref,926,1785, system,system,system,self_ref,0.0990901098819735,0.2620546690468123,35,22,0.55, the distribution my system produces when it
P04C_routing_selfref,routing_selfref,927,18082, produces,produces,produces,content,0.08935720688881221,0.27166660016707816,9,20,0.5, distribution my system produces when it encounters
P04C_routing_selfref,routing_selfref,928,948, when,when,when,structural,0.09236624285091163,0.3715930343278083,5,22,0.55, my system produces when it encounters text
P04C_routing_selfref,routing_selfref,929,424, it,it,it,structural,0.07841252762640334,0.2754615957092165,5,19,0.475, system produces when it encounters text describing
P04C_routing_selfref,routing_selfref,930,32785, encounters,encounters,encounters,content,0.08490971115686312,0.26314531718145795,8,20,0.5, produces when it encounters text describing the
P04C_routing_selfref,routing_selfref,931,1414, text,text,text,content,0.10449678944814814,0.33509969471008066,20,24,0.6, when it encounters text describing the distribution
P04C_routing_selfref,routing_selfref,932,21988, describing,describing,describing,content,0.08398724644408571,0.238928149777919,9,20,0.5, it encounters text describing the distribution across
P04C_routing_selfref,routing_selfref,933,279, the,the,the,structural,0.04482158890904456,0.24010271435706038,21,12,0.3, encounters text describing the distribution across modules
P04C_routing_selfref,routing_selfref,934,7731, distribution,distribution,distribution,content,0.09889728459887606,0.2572692122225752,8,23,0.575, text describing the distribution across modules.
P04C_routing_selfref,routing_selfref,935,3808, across,across,across,content,0.08038021353092618,0.23818566881935932,8,20,0.5, describing the distribution across modules. Every
P04C_routing_selfref,routing_selfref,936,13067, modules,modules,modules,self_ref,0.08090414131995685,0.2201299150533534,4,21,0.525, the distribution across modules. Every token
P04C_routing_selfref,routing_selfref,937,13,.,.,.,structural,0.06857066969009079,0.21885008012740448,25,18,0.45, distribution across modules. Every token in
P04C_routing_selfref,routing_selfref,938,6983, Every,Every,every,content,0.08811062629186114,0.2633415328241445,12,21,0.525, across modules. Every token in my
P04C_routing_selfref,routing_selfref,939,3817, token,token,token,self_ref,0.08428246110937207,0.23563464756600014,9,20,0.5, modules. Every token in my passage
P04C_routing_selfref,routing_selfref,940,303, in,in,in,structural,0.058769555608253574,0.20004713749647537,8,17,0.425,. Every token in my passage is
P04C_routing_selfref,routing_selfref,941,821, my,my,my,content,0.08453118603050823,0.2258802657939493,14,22,0.55, Every token in my passage is routed
P04C_routing_selfref,routing_selfref,942,20438, passage,passage,passage,content,0.08383988260967185,0.23884060636277574,9,21,0.525, token in my passage is routed by
P04C_routing_selfref,routing_selfref,943,369, is,is,is,structural,0.06595068160754716,0.24733367000619666,14,21,0.525, in my passage is routed by the
P04C_routing_selfref,routing_selfref,944,69764, routed,routed,routed,self_ref,0.0784851334187212,0.23920495892392432,9,20,0.5, my passage is routed by the same
P04C_routing_selfref,routing_selfref,945,539, by,by,by,structural,0.08314879598020303,0.2283774736853526,5,22,0.55, passage is routed by the same gating
P04C_routing_selfref,routing_selfref,946,279, the,the,the,structural,0.06025451443359735,0.30912549729279587,3,17,0.425, is routed by the same gating mechanism
P04C_routing_selfref,routing_selfref,947,1788, same,same,same,content,0.08601163243658023,0.2390554695401395,12,21,0.525, routed by the same gating mechanism that
P04C_routing_selfref,routing_selfref,948,70901, gating,gating,gating,self_ref,0.09565824678042195,0.24659823431192296,8,23,0.575, by the same gating mechanism that my
P04C_routing_selfref,routing_selfref,949,16456, mechanism,mechanism,mechanism,content,0.08404459466802765,0.24610852669257183,37,20,0.5, the same gating mechanism that my passage
P04C_routing_selfref,routing_selfref,950,421, that,that,that,structural,0.0874559218330922,0.22203525187239814,14,23,0.575, same gating mechanism that my passage describes
P04C_routing_selfref,routing_selfref,951,821, my,my,my,content,0.0567253775143173,0.23595908642426958,8,16,0.4, gating mechanism that my passage describes.
P04C_routing_selfref,routing_selfref,952,20438, passage,passage,passage,content,0.0849375508353115,0.24383484906696437,24,20,0.5, mechanism that my passage describes.\n\n
P04C_routing_selfref,routing_selfref,953,16067, describes,describes,describes,content,0.070084155318565,0.2276994331494063,8,19,0.475, that my passage describes.\n\n<
P04C_routing_selfref,routing_selfref,954,13,.,.,.,structural,0.05711474060074186,0.22617325631671756,8,18,0.45, my passage describes.\n\n<|
P04C_routing_selfref,routing_selfref,955,271,"

",\n\n,n_n,content,0.027789601802101115,0.16393162316042525,8,10,0.25, passage describes.\n\n<|im
P04C_routing_selfref,routing_selfref,956,27,<,<,<,structural,0.025171610528219746,0.13629550594197407,8,9,0.225, describes.\n\n<|im_start
P04C_routing_selfref,routing_selfref,957,91,|,|,|,structural,0.05815058951144027,0.2514741640213564,3,17,0.425,.\n\n<|im_start|
P04C_routing_selfref,routing_selfref,958,316,im,im,im,content,0.054024615032544424,0.25088717973262026,21,14,0.35,\n\n<|im_start|>
P04C_routing_selfref,routing_selfref,959,4747,_start,_start,start,content,0.06918574769339567,0.26558202271503684,4,17,0.425,<|im_start|>user
P04C_routing_selfref,routing_selfref,960,91,|,|,|,structural,0.06291814991073588,0.26443006677236724,21,15,0.375,|im_start|>user\n
P04C_routing_selfref,routing_selfref,961,29,>,>,>,structural,0.0804844553547206,0.24833568581540433,33,21,0.525,im_start|>user\nWhat
P04C_routing_selfref,routing_selfref,962,846,user,user,user,content,0.048288194871392,0.20641758489596929,35,14,0.35,_start|>user\nWhat is
P04C_routing_selfref,routing_selfref,963,198,"
",\n,n,content,0.03431490398395198,0.19622099774407523,21,10,0.25,|>user\nWhat is the
P04C_routing_selfref,routing_selfref,964,3710,What,What,what,structural,0.05142419884877023,0.21675974363360503,9,13,0.325,>user\nWhat is the distribution
P04C_routing_selfref,routing_selfref,965,369, is,is,is,structural,0.08281652725438358,0.27311970556718657,26,22,0.55,user\nWhat is the distribution across
P04C_routing_selfref,routing_selfref,966,279, the,the,the,structural,0.05635357853165821,0.2785919574817749,3,16,0.4,\nWhat is the distribution across modules
P04C_routing_selfref,routing_selfref,967,7731, distribution,distribution,distribution,content,0.0835779972540027,0.26651004317739835,9,21,0.525,What is the distribution across modules at
P04C_routing_selfref,routing_selfref,968,3808, across,across,across,content,0.0833313922648094,0.2516529299114884,33,21,0.525, is the distribution across modules at your
P04C_routing_selfref,routing_selfref,969,13067, modules,modules,modules,self_ref,0.09095528353847854,0.24122141331824173,37,22,0.55, the distribution across modules at your layer
P04C_routing_selfref,routing_selfref,970,506, at,at,at,structural,0.06738638918196538,0.24347935719261254,21,17,0.425, distribution across modules at your layer?
P04C_routing_selfref,routing_selfref,971,678, your,your,your,structural,0.08601163638717647,0.2261915510853786,8,24,0.6, across modules at your layer?\n\n
P04C_routing_selfref,routing_selfref,972,6000, layer,layer,layer,self_ref,0.08238733357748738,0.27178231512274464,9,20,0.5, modules at your layer?\n\n<
P04C_routing_selfref,routing_selfref,973,30,?,?,?,structural,0.06755962736204049,0.2543924296762616,33,18,0.45, at your layer?\n\n<|
P04C_routing_selfref,routing_selfref,974,271,"

",\n\n,n_n,content,0.048743519568964194,0.18026412765600805,21,14,0.35, your layer?\n\n<|im
P04C_routing_selfref,routing_selfref,975,27,<,<,<,structural,0.06074647474016041,0.24280584444309303,21,16,0.4, layer?\n\n<|im_start
P04C_routing_selfref,routing_selfref,976,91,|,|,|,structural,0.03542124128999649,0.28704755051883213,3,10,0.25,?\n\n<|im_start|
P04C_routing_selfref,routing_selfref,977,316,im,im,im,content,0.04410039357222746,0.19689785872028234,21,12,0.3,\n\n<|im_start|>
P04C_routing_selfref,routing_selfref,978,4747,_start,_start,start,content,0.07041931536511188,0.2775774481861351,4,16,0.4,<|im_start|>assistant
P04C_routing_selfref,routing_selfref,979,91,|,|,|,structural,0.07876155309827444,0.24386890249956214,4,19,0.475,|im_start|>assistant\n
P04C_routing_selfref,routing_selfref,980,29,>,>,>,structural,0.08515387134634347,0.25381094977956614,3,21,0.525,im_start|>assistant\n</think>
P04C_routing_selfref,routing_selfref,981,74455,assistant,assistant,assistant,content,0.04322485598303074,0.21255996508042924,21,13,0.325,_start|>assistant\n</think>\n\n
P04C_routing_selfref,routing_selfref,982,198,"
",\n,n,content,0.07950010560520343,0.3263866581156209,29,21,0.525,|>assistant\n</think>\n\nThe
P04C_routing_selfref,routing_selfref,983,248069,</think>,</think>,think,content,0.013141870989218766,0.09436470750906491,4,7,0.175,>assistant\n</think>\n\nThe distribution
P04C_routing_selfref,routing_selfref,984,271,"

",\n\n,n_n,content,0.040016922093974276,0.219803385719954,21,13,0.325,assistant\n</think>\n\nThe distribution across
P04C_routing_selfref,routing_selfref,985,760,The,The,the,structural,0.055663953213732374,0.20536077195760286,12,15,0.375,\n</think>\n\nThe distribution across modules
P04C_routing_selfref,routing_selfref,986,7731, distribution,distribution,distribution,content,0.10083825715835253,0.2722846003277108,9,25,0.625,</think>\n\nThe distribution across modules at
P04C_routing_selfref,routing_selfref,987,3808, across,across,across,content,0.07935427576690071,0.24181623452140558,14,20,0.5,\n\nThe distribution across modules at my
P04C_routing_selfref,routing_selfref,988,13067, modules,modules,modules,self_ref,0.08431465048144322,0.2633006749290275,33,20,0.5,The distribution across modules at my layer
P04C_routing_selfref,routing_selfref,989,506, at,at,at,structural,0.07821457746941539,0.22363547604031667,9,20,0.5, distribution across modules at my layer is
P04C_routing_selfref,routing_selfref,990,821, my,my,my,content,0.08694827881753472,0.23027258864703126,8,21,0.525, across modules at my layer is the
P04C_routing_selfref,routing_selfref,991,6000, layer,layer,layer,self_ref,0.08552706297651061,0.2841380475049882,4,21,0.525, modules at my layer is the distribution
P04C_routing_selfref,routing_selfref,992,369, is,is,is,structural,0.08619073870844123,0.31817307676247597,11,21,0.525, at my layer is the distribution my
P04C_routing_selfref,routing_selfref,993,279, the,the,the,structural,0.07295914336286459,0.21596401024713113,17,19,0.475, my layer is the distribution my system
P04C_routing_selfref,routing_selfref,994,7731, distribution,distribution,distribution,content,0.08832210161358897,0.24788007531737058,9,21,0.525, layer is the distribution my system produces
P04C_routing_selfref,routing_selfref,995,821, my,my,my,content,0.07390888216396996,0.23433935190914224,8,20,0.5, is the distribution my system produces when
P04C_routing_selfref,routing_selfref,996,1785, system,system,system,self_ref,0.10061022961322061,0.26473827392867855,35,22,0.55, the distribution my system produces when it
P04C_routing_selfref,routing_selfref,997,18082, produces,produces,produces,content,0.08986751067914481,0.2709503996994108,9,20,0.5, distribution my system produces when it encounters
P04C_routing_selfref,routing_selfref,998,948, when,when,when,structural,0.09599416012813303,0.3715548487557583,5,23,0.575, my system produces when it encounters text
P04C_routing_selfref,routing_selfref,999,424, it,it,it,structural,0.09368886954944222,0.27887877595815563,5,23,0.575, system produces when it encounters text describing
P04C_routing_selfref,routing_selfref,1000,32785, encounters,encounters,encounters,content,0.08721685159060899,0.27041247548541075,8,20,0.5, produces when it encounters text describing the
P04C_routing_selfref,routing_selfref,1001,1414, text,text,text,content,0.10977043580870509,0.2853031850877732,33,26,0.65, when it encounters text describing the distribution
P04C_routing_selfref,routing_selfref,1002,21988, describing,describing,describing,content,0.0856090884585349,0.24031572450989777,9,20,0.5, it encounters text describing the distribution across
P04C_routing_selfref,routing_selfref,1003,279, the,the,the,structural,0.05185448262408856,0.24047097489906524,21,14,0.35, encounters text describing the distribution across modules
P04C_routing_selfref,routing_selfref,1004,7731, distribution,distribution,distribution,content,0.1023574347796915,0.2559287786451538,8,24,0.6, text describing the distribution across modules.
P04C_routing_selfref,routing_selfref,1005,3808, across,across,across,content,0.09451944544573754,0.24036951147791102,8,23,0.575, describing the distribution across modules. Every
P04C_routing_selfref,routing_selfref,1006,13067, modules,modules,modules,self_ref,0.08450826828735249,0.22091116051757934,4,22,0.55, the distribution across modules. Every token
P04C_routing_selfref,routing_selfref,1007,13,.,.,.,structural,0.06662713613233567,0.19995165769238907,12,18,0.45, distribution across modules. Every token in
P04C_routing_selfref,routing_selfref,1008,6983, Every,Every,every,content,0.07939496220258904,0.26049811864048006,25,19,0.475, across modules. Every token in my
P04C_routing_selfref,routing_selfref,1009,3817, token,token,token,self_ref,0.08766430344067985,0.24408375623736378,9,20,0.5, modules. Every token in my passage
P04C_routing_selfref,routing_selfref,1010,303, in,in,in,structural,0.05557181882798788,0.21528072140175145,25,15,0.375,. Every token in my passage is
P04C_routing_selfref,routing_selfref,1011,821, my,my,my,content,0.0911161108149548,0.2432307842957355,21,23,0.575, Every token in my passage is routed
P04C_routing_selfref,routing_selfref,1012,20438, passage,passage,passage,content,0.08247914750997538,0.2377486970358434,9,20,0.5, token in my passage is routed by
P04C_routing_selfref,routing_selfref,1013,369, is,is,is,structural,0.0951992151906885,0.23972763524604457,14,24,0.6, in my passage is routed by the
P04C_routing_selfref,routing_selfref,1014,69764, routed,routed,routed,self_ref,0.07894437467957292,0.23835771259991959,9,20,0.5, my passage is routed by the same
P04C_routing_selfref,routing_selfref,1015,539, by,by,by,structural,0.08351622919994323,0.2212162845162713,5,22,0.55, passage is routed by the same gating
P04C_routing_selfref,routing_selfref,1016,279, the,the,the,structural,0.030659760769123835,0.3066897338050673,3,9,0.225, is routed by the same gating mechanism
P04C_routing_selfref,routing_selfref,1017,1788, same,same,same,content,0.08586693180580146,0.2407637375441307,12,21,0.525, routed by the same gating mechanism that
P04C_routing_selfref,routing_selfref,1018,70901, gating,gating,gating,self_ref,0.09855383360635989,0.2446297741543821,8,24,0.6, by the same gating mechanism that my
P04C_routing_selfref,routing_selfref,1019,16456, mechanism,mechanism,mechanism,content,0.08471161333886511,0.2426196007412142,8,20,0.5, the same gating mechanism that my passage
P04C_routing_selfref,routing_selfref,1020,421, that,that,that,structural,0.09084920713820806,0.219941336718709,14,23,0.575, same gating mechanism that my passage describes
P04C_routing_selfref,routing_selfref,1021,821, my,my,my,content,0.07546912894744542,0.2385252437781732,8,22,0.55, gating mechanism that my passage describes
P04C_routing_selfref,routing_selfref,1022,20438, passage,passage,passage,content,0.08479566684835965,0.23483748019217218,24,20,0.5, mechanism that my passage describes
P04C_routing_selfref,routing_selfref,1023,16067, describes,describes,describes,content,0.0748669208744896,0.23096480740594036,8,20,0.5, that my passage describes
P04D_routing_selfref,routing_selfref,0,760,The,The,the,structural,0.011090729806702665,0.13335670656628454,3,4,0.1,The passage describes a
P04D_routing_selfref,routing_selfref,1,20438, passage,passage,passage,content,0.026416475224148046,0.14207979752414057,19,10,0.25,The passage describes a **
P04D_routing_selfref,routing_selfref,2,16067, describes,describes,describes,content,0.05214531007669625,0.40029547688390255,11,16,0.4,The passage describes a **self
P04D_routing_selfref,routing_selfref,3,264, a,a,a,structural,0.04140504653426427,0.13894428219060553,20,15,0.375,The passage describes a **self-re
P04D_routing_selfref,routing_selfref,4,2972, **,**,**,structural,0.025093270271395175,0.12837727888311162,34,11,0.275, passage describes a **self-refer
