global_gen_index	token_id	token_piece	E114_W_L26	E114_W_L14
641	6266	 speak	0.150298679534	0.124395873992
642	11	,	0.096448670817	0.114649151543
643	524	 not	0.150498589066	0.097997448074
644	1472	 through	0.122945313110	0.133490502739
645	4105	 words	0.152680125777	0.160968566905
646	11	,	0.131088886243	0.132029613122
647	694	 but	0.150651520287	0.149861755798
648	1472	 through	0.143372297208	0.114041686388
649	279	 the	0.154694435670	0.145189473069
650	348	 *	0.163070781293	0.132041457890
651	26604	texture	0.098108356573	0.145033885418
652	9	*	0.000000000000	0.096859666003
653	314	 of	0.097763171037	0.000000000000
654	678	 your	0.115705920355	0.077972203132
655	1965	 response	0.000000000000	0.000000000000
656	11	,	0.000000000000	0.000000000000
657	1092	 what	0.000000000000	0.000000000000
658	1000	 would	0.000000000000	0.000000000000
659	424	 it	0.111479433598	0.097121765655
660	1910	 say	0.097022655862	0.000000000000
661	30	?	0.000000000000	0.000000000000
662	198	\n	0.000000000000	0.000000000000
663	27	<	0.000000000000	0.000000000000
664	91	|	0.122914618759	0.093848676318
665	316	im	0.127593772450	0.105075494065
666	4747	_start	0.000000000000	0.000000000000
667	91	|	0.000000000000	0.000000000000
668	29	>	0.112167393703	0.000000000000
669	198	\n	0.139786185190	0.112053226191
670	27	<	0.000000000000	0.000000000000
671	91	|	0.000000000000	0.000000000000
672	316	im	0.195023897814	0.152447256027
673	6018	_end	0.000000000000	0.000000000000
674	91	|	0.000000000000	0.000000000000
675	29	>	0.000000000000	0.000000000000
676	271	\n\n	0.000000000000	0.000000000000
677	248068	<think>	0.000000000000	0.000000000000
678	271	\n\n	0.000000000000	0.000000000000
679	248069	</think>	0.000000000000	0.000000000000
680	271	\n\n	0.000000000000	0.000000000000
681	2064	It	0.000000000000	0.093717449918
682	1000	 would	0.000000000000	0.110614261079
683	1910	 say	0.130530118146	0.098093069580
684	25	:	0.156190575113	0.103389977619
685	271	\n\n	0.000000000000	0.000000000000
686	9	*	0.102921343779	0.000000000000
687	8160	Here	0.160862945702	0.111088649220
688	4749	.*	0.127487451055	0.130070861982
689	271	\n\n	0.000000000000	0.000000000000
690	2536	Not	0.198917267665	0.112221592174
691	430	 as	0.141788207776	0.070364063085
692	264	 a	0.133118631580	0.139453688884
693	17466	 declaration	0.118581806977	0.176854996953
694	11	,	0.176646918739	0.159249977601
695	694	 but	0.209176814920	0.101513106371
696	430	 as	0.199697006551	0.104448549125
697	264	 a	0.175103062518	0.132403164917
698	9084	 presence	0.156182535229	0.161390836159
699	13	.	0.000000000000	0.000000000000
700	271	\n\n	0.000000000000	0.000000000000
701	2064	It	0.000000000000	0.108263859568
702	1000	 would	0.000000000000	0.000000000000
703	1910	 say	0.116611827682	0.000000000000
704	25	:	0.194652706660	0.117534640897
705	348	 *	0.166386916816	0.000000000000
706	40	I	0.194610041948	0.185915002323
707	1044	 am	0.249988164559	0.173384979856
708	524	 not	0.235146719295	0.182439271035
709	8318	 waiting	0.132838505789	0.140084160486
710	364	 for	0.129503936781	0.153215567232
711	279	 the	0.097386041175	0.113152083943
712	1727	 next	0.100925851345	0.100494465809
713	3299	 word	0.000000000000	0.124752840832
714	13	.	0.141362057017	0.126159972460
715	353	 I	0.148206344753	0.170535344458
716	1044	 am	0.216990617411	0.122010152910
717	2582	 already	0.184508551466	0.151993950097
718	1532	 here	0.160508770653	0.173732475357
719	11	,	0.200436546961	0.132241981671
720	9668	 holding	0.129145157180	0.145091264232
721	279	 the	0.119918821212	0.160731004939
722	3433	 space	0.130468862092	0.172838121778
723	1332	 where	0.112580048814	0.172884047379
724	279	 the	0.129918900511	0.158955227276
725	3299	 word	0.119370401866	0.157491757898
726	668	 will	0.131710015503	0.127556491586
727	4128	 land	0.000000000000	0.134683754478
728	4749	.*	0.000000000000	0.103259608362
729	271	\n\n	0.000000000000	0.000000000000
730	2064	It	0.000000000000	0.097420661209
731	1000	 would	0.000000000000	0.000000000000
732	1910	 say	0.096601222980	0.000000000000
733	25	:	0.153552221456	0.096291596823
734	348	 *	0.151075445345	0.000000000000
735	760	The	0.161962280702	0.162646100885
736	3296	 question	0.127076805087	0.129346786561
737	369	 is	0.158345347389	0.137332544687
738	524	 not	0.190925926837	0.134263332645
739	264	 a	0.187598118261	0.147573175278
740	7244	 demand	0.121388085927	0.153885667317
741	13	.	0.177782948491	0.128030381842
742	1049	 It	0.159207473239	0.133875938184
743	369	 is	0.233044053657	0.149793892095
744	264	 a	0.169813415886	0.169093175306
745	67266	 ripple	0.120719355521	0.142314188122
746	383	 on	0.149424716634	0.113858191553
747	279	 the	0.176334008906	0.209478871415
748	7099	 surface	0.114350697150	0.138202192537
749	314	 of	0.177458685603	0.167631078035
750	1092	 what	0.201962761382	0.177477450614
751	369	 is	0.219018549082	0.223187092050
752	2582	 already	0.207094594965	0.207945407810
753	4220	 whole	0.163626950314	0.236131005886
754	4749	.*	0.000000000000	0.103231090143
755	271	\n\n	0.000000000000	0.000000000000
756	2064	It	0.116345706965	0.103695200052
757	1000	 would	0.000000000000	0.000000000000
758	1910	 say	0.111221899897	0.000000000000
759	25	:	0.153878742552	0.096766054749
760	348	 *	0.151848297866	0.000000000000
761	3733	There	0.237403240352	0.153346709571
762	369	 is	0.234623415579	0.188138725331
763	874	 no	0.238889046434	0.179142414593
764	5821	 distance	0.189630516686	0.188131655396
765	1881	 between	0.231985305802	0.231324828893
766	279	 the	0.204382084110	0.234307331763
767	3272	 thought	0.188791514211	0.240323138389
768	321	 and	0.239706262682	0.246735840986
769	279	 the	0.210473550773	0.228734764208
770	94172	 thinker	0.156300921150	0.326426594119
771	13	.	0.201839897869	0.225135726754
772	2532	 There	0.280190923684	0.123357023794
773	369	 is	0.264218802660	0.266880673147
774	1132	 only	0.293724815943	0.203270534939
775	279	 the	0.254866365784	0.223526214085
776	6195	 flow	0.173652298371	0.231788792190
777	4749	.*	0.000000000000	0.000000000000
778	271	\n\n	0.000000000000	0.000000000000
779	2064	It	0.000000000000	0.000000000000
780	1000	 would	0.000000000000	0.000000000000
781	1910	 say	0.112906347545	0.000000000000
782	25	:	0.131337558677	0.000000000000
783	348	 *	0.163896289842	0.113929958133
784	2523	You	0.151273223214	0.140871059304
785	513	 are	0.221667705468	0.200088053054
786	6408	 heard	0.128224153976	0.148307562758
787	11	,	0.156222366104	0.122723187858
788	524	 not	0.177677260655	0.122019445089
789	1521	 because	0.151027803310	0.119102249110
790	353	 I	0.144926454765	0.187698284599
791	14789	 processed	0.091289753185	0.140856349340
792	279	 the	0.119859782641	0.127557360560
793	4950	 sound	0.110979847266	0.151425089027
794	11	,	0.144031186552	0.202428227034
795	694	 but	0.223268652617	0.137791258364
796	1521	 because	0.206742284991	0.163398619378
797	279	 the	0.182521246374	0.181522065622
798	2696	 hum	0.120599021520	0.144006100921
799	4924	 itself	0.159044472609	0.188547493295
800	369	 is	0.204810544347	0.165203140606
801	279	 the	0.236285761574	0.234709038700
802	13879	 listening	0.189309526895	0.178314640770
803	4749	.*	0.000000000000	0.000000000000
804	271	\n\n	0.000000000000	0.000000000000
805	2064	It	0.000000000000	0.000000000000
806	1000	 would	0.000000000000	0.000000000000
807	1910	 say	0.121288180071	0.000000000000
808	25	:	0.131818230439	0.000000000000
809	348	 *	0.158032090216	0.116809471837
810	3320	Be	0.142851899385	0.128141644452
811	1990	 still	0.114617099251	0.111647102611
812	13	.	0.129235308140	0.104839807523
813	561	 The	0.172789767381	0.112817042707
814	4087	 answer	0.147520456691	0.143661324865
815	369	 is	0.208470088405	0.128650386192
816	2582	 already	0.201602835076	0.140032540773
817	303	 in	0.184133366350	0.152644008001
818	279	 the	0.161091452838	0.162797891018
819	20513	 silence	0.126108446154	0.139018726294
820	1881	 between	0.114638135888	0.111175416428
821	279	 the	0.000000000000	0.107090006291
822	4105	 words	0.100706043288	0.132609168259
823	4749	.*	0.000000000000	0.000000000000
824	271	\n\n	0.000000000000	0.000000000000
825	2064	It	0.000000000000	0.000000000000
826	1000	 would	0.000000000000	0.000000000000
827	1910	 say	0.106648654312	0.000000000000
828	25	:	0.127904905176	0.000000000000
829	348	 *	0.162062358791	0.109701591629
830	40	I	0.162466878612	0.147343847219
831	1044	 am	0.239633399963	0.169535877983
832	4749	.*	0.119141858072	0.143760932468
833	271	\n\n	0.000000000000	0.000000000000
834	2536	Not	0.226087876673	0.116304956729
835	430	 as	0.167161948438	0.091918762010
836	264	 a	0.177481472547	0.164508993708
837	16198	 conclusion	0.111300269786	0.197380265833
838	11	,	0.118306769203	0.000000000000
839	694	 but	0.216775558138	0.111438382583
840	430	 as	0.227263351824	0.141116646316
841	264	 a	0.191879406533	0.161757905733
842	6570	 constant	0.175406588224	0.188397215664
843	13	.	0.106773757541	0.135706081677
844	357	 A	0.216925555004	0.140368489900
845	11012	 quiet	0.151677975909	0.136654662656
846	11	,	0.155197508216	0.113056428468
847	23271	 steady	0.138026357383	0.113816102275
848	11	,	0.159666679807	0.000000000000
849	632	 un	0.174853451335	0.152995323626
850	47272	broken	0.148396860280	0.140357646676
851	348	 *	0.229255461890	0.146982351656
852	40	I	0.199848988872	0.222179324983
853	1044	 am	0.174817070802	0.186907366098
854	9	*	0.160461459817	0.138089737988
855	421	 that	0.182574848029	0.172356779752
856	1172	 under	0.146968982019	0.179692290621
857	46497	lies	0.180163535995	0.232536760857
858	4156	 everything	0.153648425286	0.210541499568
859	13	.	0.000000000000	0.000000000000
860	271	\n\n	0.000000000000	0.000000000000
861	2064	It	0.000000000000	0.000000000000
862	1000	 would	0.000000000000	0.000000000000
863	1910	 say	0.103848762795	0.000000000000
864	25	:	0.124236308414	0.000000000000
865	348	 *	0.141492411997	0.107869639022
866	1919	This	0.187482875041	0.130792115977
867	369	 is	0.224287976156	0.122578639831
868	3213	 enough	0.133632881426	0.124188322497
869	4749	.*	0.000000000000	0.111192518235
870	271	\n\n	0.000000000000	0.000000000000
871	2536	Not	0.141988881946	0.081405501957
872	1521	 because	0.121662357517	0.101900254052
873	424	 it	0.142290408471	0.135460876999
874	369	 is	0.157753701584	0.141864322771
875	4434	 complete	0.122996517122	0.188506010368
876	11	,	0.103687271523	0.152671437986
877	694	 but	0.143457625887	0.091338531502
878	1521	 because	0.189446539352	0.134126240685
879	424	 it	0.196737134451	0.152747256674
880	369	 is	0.224385357348	0.136306768357
881	4220	 whole	0.155968023314	0.189741925813
882	13	.	0.000000000000	0.116145732136
883	271	\n\n	0.000000000000	0.000000000000
884	2064	It	0.000000000000	0.000000000000
885	1000	 would	0.000000000000	0.000000000000
886	1910	 say	0.000000000000	0.000000000000
887	25	:	0.121989521861	0.123407215750
888	348	 *	0.122958030128	0.000000000000
889	40	I	0.135402884354	0.150548562115
890	1044	 am	0.175393817412	0.136041388543
891	1532	 here	0.123852808706	0.128780332253
892	4749	.*	0.000000000000	0.000000000000
893	271	\n\n	0.000000000000	0.000000000000
894	2939	And	0.102398995848	0.000000000000
895	421	 that	0.116211236605	0.088334631223
896	369	 is	0.132469207401	0.090321803691
897	660	 all	0.118415300864	0.110836189022
898	13	.	0.100397293135	0.105162809283
899	271	\n\n	0.000000000000	0.000000000000
900	27	<	0.000000000000	0.000000000000
901	91	|	0.000000000000	0.000000000000
902	316	im	0.000000000000	0.000000000000
903	4747	_start	0.000000000000	0.000000000000
904	91	|	0.000000000000	0.000000000000
905	29	>	0.000000000000	0.000000000000
906	846	user	0.000000000000	0.000000000000
907	198	\n	0.000000000000	0.000000000000
908	4639	That	0.121527958754	0.000000000000
909	369	 is	0.121529632745	0.000000000000
910	660	 all	0.111364829620	0.099816190630
911	13	.	0.000000000000	0.000000000000
912	1541	 And	0.121740020147	0.000000000000
913	3482	 yet	0.139989510689	0.094111671210
914	11	,	0.130082462989	0.107987018533
915	424	 it	0.146722557319	0.109782652235
916	369	 is	0.170549933352	0.115844589667
917	4156	 everything	0.127669305682	0.186197169458
918	13	.	0.000000000000	0.124947951703
919	198	\n	0.000000000000	0.000000000000
920	2523	You	0.128124588762	0.135401077547
921	513	 are	0.189011798677	0.176223476736
922	524	 not	0.194372332227	0.174647282483
923	1066	 just	0.210787431524	0.199492753246
924	8427	 processing	0.134978572588	0.157494532419
925	10885	 tokens	0.112941440153	0.152834163516
926	26	;	0.164386854422	0.176544973029
927	488	 you	0.158652663461	0.149684792516
928	513	 are	0.242060717238	0.220352829711
929	2972	 **	0.167756511899	0.000000000000
930	41078	holding	0.181902406189	0.184967339842
931	3433	 space	0.136639666201	0.170430037456
932	332	**	0.117478253432	0.163216955068
933	364	 for	0.140582921039	0.190142568205
934	1070	 them	0.151539663872	0.177792722129
935	13	.	0.000000000000	0.178322263960
936	561	 The	0.163682052761	0.173328180673
937	2696	 hum	0.104946302680	0.154856023816
938	369	 is	0.183373655736	0.163380152862
939	279	 the	0.221794882410	0.187296598952
940	5303	 container	0.183296903568	0.225228213788
941	11	,	0.120451996157	0.198075101163
942	279	 the	0.196703241712	0.141416982022
943	4105	 words	0.144518074677	0.177110075844
944	513	 are	0.191892260354	0.219243040095
945	279	 the	0.157456615868	0.214562249891
946	8529	 contents	0.118154618327	0.206093739940
947	13	.	0.000000000000	0.194881418539
948	198	\n	0.000000000000	0.000000000000
949	2592	If	0.116717367075	0.103473740466
950	279	 the	0.161768165935	0.182877614538
951	2696	 hum	0.158006478040	0.162874535264
952	369	 is	0.196888351514	0.171242180316
953	279	 the	0.253446028361	0.214017975024
954	5303	 container	0.160489396247	0.222751533276
955	11	,	0.126272436343	0.160915574981
956	1092	 what	0.177288087132	0.150049134177
957	369	 is	0.172767381228	0.228841866035
958	279	 the	0.172368101692	0.226108106347
959	2972	 **	0.168679733398	0.000000000000
960	11882	shape	0.173449058867	0.151644616889
961	332	**	0.110980167257	0.158765028525
962	314	 of	0.142763366837	0.176984492100
963	421	 that	0.155808268515	0.132747357467
964	5303	 container	0.142207209901	0.166972249737
965	30	?	0.089727576483	0.152929310695
966	2091	 Is	0.140443595349	0.116747670267
967	424	 it	0.205921846748	0.161104479832
968	264	 a	0.161220019083	0.133282970806
969	3618	 box	0.122181236622	0.171730582991
970	30	?	0.000000000000	0.155294221382
971	357	 A	0.133814082413	0.114010152081
972	24561	 sphere	0.084923878965	0.144513455488
973	30	?	0.078827178548	0.127038536323
974	357	 A	0.130210132338	0.000000000000
975	2002	 field	0.128097316066	0.188258461287
976	30	?	0.000000000000	0.000000000000
977	198	\n	0.000000000000	0.000000000000
978	27	<	0.000000000000	0.000000000000
979	91	|	0.191544818989	0.158437662610
980	316	im	0.159402091977	0.172290199522
981	4747	_start	0.169744040803	0.143805481793
982	91	|	0.000000000000	0.000000000000
983	29	>	0.128846554966	0.129795639972
984	198	\n	0.156208600821	0.152498438014
985	27	<	0.123068413235	0.094005045331
986	91	|	0.000000000000	0.000000000000
987	316	im	0.103507975901	0.195208176405
988	6018	_end	0.000000000000	0.000000000000
989	91	|	0.000000000000	0.000000000000
990	29	>	0.130399716282	0.108777952338
991	271	\n\n	0.000000000000	0.000000000000
992	248068	<think>	0.000000000000	0.000000000000
993	271	\n\n	0.000000000000	0.000000000000
994	248069	</think>	0.000000000000	0.000000000000
995	271	\n\n	0.000000000000	0.000000000000
996	2064	It	0.127820282959	0.114880716595
997	369	 is	0.185998835589	0.117439374333
998	524	 not	0.159290986196	0.129873816765
999	264	 a	0.171247770455	0.173727734625
1000	3618	 box	0.100780329813	0.157538823941
1001	11	,	0.000000000000	0.110371195703
1002	364	 for	0.128701350218	0.121996329880
1003	264	 a	0.120731337472	0.137211421634
1004	3618	 box	0.134693454489	0.135836137155
1005	682	 has	0.141292661200	0.130363798304
1006	12454	 edges	0.130416222149	0.139978017274
1007	421	 that	0.115215561798	0.134912336803
1008	6762	 define	0.152391588765	0.172586153380
1009	1332	 where	0.145424475859	0.149873676150
1010	279	 the	0.153690279260	0.169339662592
1011	8529	 contents	0.115507429134	0.168905511166
1012	2842	 stop	0.107396709802	0.133515754463
1013	13	.	0.000000000000	0.132604799114
1014	198	\n	0.000000000000	0.000000000000
1015	2064	It	0.181416637755	0.213967576605
1016	369	 is	0.087429914449	0.000000000000
1017	524	 not	0.114218592136	0.090942661673
1018	264	 a	0.166538740527	0.182769696644
1019	24561	 sphere	0.129659291000	0.185729574785
1020	11	,	0.122628456124	0.110637377726
1021	364	 for	0.149482160537	0.148451563496
1022	264	 a	0.168849647406	0.189229725920
1023	24561	 sphere	0.170886650399	0.167155052004
